#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
HM245926.1           -         result               -          cm        1      295        1      273      +    no    1 0.42   0.0   95.0   1.9e-21 !   Mink coronavirus strain WD1133, complete genome
KU291449.1           -         result               -          cm      158      295        1      136      +    5'    2 0.46   0.0   88.9   8.1e-20 !   Camel alphacoronavirus Camel229E isolate Camel229E-CoV/KCSP1/KEN/2015, complete genome
KU291448.1           -         result               -          cm      158      295        1      136      +    5'    2 0.45   0.0   88.6   9.8e-20 !   Human coronavirus 229E isolate HCoV-229E/BN1/GER/2015, complete genome
MG428701.1           -         result               -          cm        1      163      144        1      -    3'    3 0.31   0.7   85.5   6.9e-19 !   Human coronavirus NL63 isolate Kilifi_HH_0512_04-Jun-2010, complete genome
MN369046.1           -         result               -          cm      160      295        1      134      +    5'    2 0.46   0.0   85.2   8.2e-19 !   Human coronavirus 229E strain SC9724, complete genome
MG428703.1           -         result               -          cm        1      162      149        1      -    3'    3 0.30   1.8   84.4   1.3e-18 !   Human coronavirus NL63 isolate Kilifi_HH_0511_01-Jun-2010, complete genome
MF113046.1           -         result               -          cm        1      295        1      275      +    no    1 0.43   0.0   84.2   1.5e-18 !   Alphacoronavirus Mink/China/1/2016, complete genome
KY674914.1           -         result               -          cm      170      295        1      125      +    5'    2 0.45   0.0   73.9   8.5e-16 !   Human coronavirus 229E strain SC399, complete genome
NC_030292.1          -         result               -          cm        1      295        1      273      +    no    1 0.42   0.1   73.9   8.5e-16 !   Ferret coronavirus isolate FRCoV-NL-2010, complete genome
KM347965.1           -         result               -          cm        1      295        1      273      +    no    1 0.42   0.1   73.9   8.5e-16 !   Ferret coronavirus isolate FRCoV-NL-2010, complete genome
MG428705.1           -         result               -          cm        1      108      105        1      -    3'    3 0.27   2.6   65.8   1.2e-13 !   Human coronavirus NL63 isolate Kilifi_HH_0522_21-May-2010, complete genome
LC119077.1           -         result               -          cm        1      295       23      262      +    no    1 0.44   0.0   64.2   3.3e-13 !   Ferret coronavirus genomic RNA, complete genome, strain: FRCoV4370
KJ588064.1           -         result               -          cm      225      295        1       71      +    5'    2 0.51   0.0   62.0   1.3e-12 !   Porcine epidemic diarrhea virus isolate KUIDL-PED-2014-001, complete genome
KJ588063.1           -         result               -          cm      225      295        1       71      +    5'    2 0.51   0.0   62.0   1.3e-12 !   Porcine epidemic diarrhea virus isolate KUIDL-PED-2014-002, complete genome
KJ588062.1           -         result               -          cm      225      295        1       71      +    5'    2 0.51   0.0   62.0   1.3e-12 !   Porcine epidemic diarrhea virus isolate KUIDL-PED-2014-007, complete genome
LC215871.1           -         result               -          cm        1      295       23      262      +    no    1 0.45   0.0   58.6     1e-11 !   Ferret coronavirus genomic RNA, complete genome, strain: ferret063
KP143512.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 26M, complete genome
KP143511.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 80F, complete genome
KP143510.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 67F, complete genome
KP143509.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 65F, complete genome
KP143508.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 28O, complete genome
KP143507.1           -         result               -          cm      188      295        1      112      +    5'    2 0.62   0.0   54.4   1.3e-10 !   Feline coronavirus isolate 27C, complete genome
NC_034972.1          -         result               -          cm        1      295      110      434      +    no    1 0.49   0.0   52.4   4.6e-10 !   Coronavirus AcCoV-JC34, complete genome
KX964649.1           -         result               -          cm        1      295      110      434      +    no    1 0.49   0.0   52.4   4.6e-10 !   Coronavirus AcCoV-JC34, complete genome
NC_032730.1          -         result               -          cm        1      295        1      329      +    no    1 0.47   0.0   52.4   4.7e-10 !   Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome
KF294380.2           -         result               -          cm        1      295        1      329      +    no    1 0.47   0.0   52.4   4.7e-10 !   Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome
NC_022103.1          -         result               -          cm      216      295        1       79      +    5'    2 0.53   0.0   42.3   2.4e-07 !   Bat coronavirus CDPHE15/USA/2006, complete genome
KY799179.1           -         result               -          cm      216      295        1       79      +    5'    2 0.53   0.0   42.3   2.4e-07 !   Myotis lucifugus coronavirus, complete genome
KF430219.1           -         result               -          cm      216      295        1       79      +    5'    2 0.53   0.0   42.3   2.4e-07 !   Bat coronavirus CDPHE15/USA/2006, complete genome
MG428702.1           -         result               -          cm        1      295      336       78      -    no    1 0.36   1.2   32.7   8.2e-05 !   Human coronavirus NL63 isolate Kilifi_HH_3807_11-May-2010, complete genome
MK334047.1           -         result               -          cm        1       43       40        1      -    3'    3 0.22   0.0   25.0    0.0097 !   Human coronavirus NL63 strain ChinaGD04, complete genome
MH687949.1           -         result               -          cm        1      295    20502    20624      +    no    1 0.34   0.0   23.4     0.026 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_76, complete genome
MH687935.1           -         result               -          cm        1      295    20502    20624      +    no    1 0.34   0.0   23.4     0.026 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_24, complete genome
KY369911.1           -         result               -          cm        1       46       45        1      -    3'    3 0.29   0.0   22.6     0.043 ?   Human coronavirus 229E strain SC1212, complete genome
MH687962.1           -         result               -          cm        1      295    19889    20002      +    no    1 0.35   0.0   21.4     0.088 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_50, complete genome
MH687959.1           -         result               -          cm        1      295    20502    20609      +    no    1 0.34   0.0   20.9      0.12 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_17, complete genome
MH687947.1           -         result               -          cm        1      295    20511    20618      +    no    1 0.34   0.0   20.9      0.12 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_63, complete genome
MH687939.1           -         result               -          cm        1      295    20511    20618      +    no    1 0.34   0.0   20.9      0.12 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c2, complete genome
MH687936.1           -         result               -          cm        1      295    20511    20618      +    no    1 0.34   0.0   20.9      0.12 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_31, complete genome
MH687945.1           -         result               -          cm        1      295    20572    20679      +    no    1 0.34   0.0   20.9      0.12 ?   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_56, complete genome
